ente,uf,ano,grupo,contrib_previdenciaria,receita_liquida_investimentos,recursos_acumulados,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,receita_liquida_investimentos_problema,recursos_acumulados_problema
BONITO,MS,2023,MÉDIO PORTE,16506221.11,36775804.629999995,48339579.98,,,,,,,False,False,False
BONITO,MS,2024,MÉDIO PORTE,18015071.64,35198300.79,59945166.65,,,,,,,False,False,False
BONITO DE SANTA FE,PB,2019,PEQUENO PORTE,3456443.66,29862452.79,72131.81,,,,,,,False,False,False
BONITO DE SANTA FE,PB,2020,PEQUENO PORTE,3888661.64,29862452.79,70123.47,,,,,,,False,False,False
BONITO DE SANTA FE,PB,2021,PEQUENO PORTE,2929350.32,29864539.669999998,102421.18,,,,,,,False,False,False
BONITO DE SANTA FE,PB,2022,PEQUENO PORTE,5298029.13,29936687.47,287357.18,,,,,,,False,False,False
BONITO DE SANTA FE,PB,2023,PEQUENO PORTE,6517225.51,30516165.5,3679339.44,,,,,,,False,False,False
BONITO DE SANTA FE,PB,2024,PEQUENO PORTE,6627351.46,30103487.52,5928605.62,,,,,,,False,False,False
BOQUEIRAO DO LEAO,RS,2019,PEQUENO PORTE,2198857.71,32909868.45,25708349.86,,,,,,,False,False,False
BOQUEIRAO DO LEAO,RS,2020,PEQUENO PORTE,1973881.48,31526062.81,27714207.42,,,,,,,False,False,False
BOQUEIRAO DO LEAO,RS,2021,MÉDIO PORTE,2167881.14,30672831.21,29174426.46,,,,,,,False,False,False
BOQUEIRAO DO LEAO,RS,2022,MÉDIO PORTE,2409414.73,32860684.93,29038456.83,,,,,,,False,False,False
BOQUEIRAO DO LEAO,RS,2023,PEQUENO PORTE,2701629.52,34004056.08,31367915.49,,,,,,,False,False,False
BOQUEIRAO DO LEAO,RS,2024,PEQUENO PORTE,3342714.97,32215594.47,34238749.15,,,,,,,False,False,False
BRASILIA DE MINAS,MG,2019,MÉDIO PORTE,2791738.87,36690896.379999995,46277517.83,,,,,,,False,False,False
BRASILIA DE MINAS,MG,2020,MÉDIO PORTE,3499388.18,32262391.369999997,53669972.18,,,,,,,False,False,False
BRASILIA DE MINAS,MG,2021,MÉDIO PORTE,5763784.57,31058471.96,60339670.58,,,,,,,False,False,False
BRASILIA DE MINAS,MG,2022,MÉDIO PORTE,8581439.43,33629214.2,65184400.46,,,,,,,False,False,False
BRASILIA DE MINAS,MG,2023,MÉDIO PORTE,11648737.93,41534587.59,78638340.93,,,,,,,False,False,False
BRASILIA DE MINAS,MG,2024,MÉDIO PORTE,13394751.47,34657274.9,97038021.76,2022-02-10 00:00:00,2022-02-03 00:00:00,,,,,False,False,False
BRASOPOLIS,MG,2019,PEQUENO PORTE,2770038.43,30594120.55,5354208.08,,,,,,,False,False,False
BRASOPOLIS,MG,2020,PEQUENO PORTE,3054685.71,30849284.68,7808633.42,,,,,,,False,False,False
BRASOPOLIS,MG,2021,PEQUENO PORTE,2825332.83,30725586.48,9609752.08,,,,,,,False,False,False
BRASOPOLIS,MG,2022,PEQUENO PORTE,3367307.07,31379017.72,10750584.16,,,,,,,False,False,False
BRASOPOLIS,MG,2023,PEQUENO PORTE,4409402.43,31730360.869999997,12137269.21,,,,,,,False,False,False
BRASOPOLIS,MG,2024,PEQUENO PORTE,5174494.75,31818285.52,15319035.05,2022-06-06 00:00:00,2022-06-10 00:00:00,2024-01-16 00:00:00,I,,I,False,False,False
BREJINHO,PE,2019,PEQUENO PORTE,2104182.15,30050709.68,2883019.52,,,,,,,False,False,False
BREJINHO,PE,2020,PEQUENO PORTE,2380606.32,29973962.77,3113518.66,,,,,,,False,False,False
BREJINHO,PE,2021,PEQUENO PORTE,2329695.17,29955684.11,33302490.26,,,,,,,False,False,False
BREJINHO,PE,2022,PEQUENO PORTE,2889795.79,30253481.8,3763897.64,,,,,,,False,False,False
BREJINHO,PE,2023,PEQUENO PORTE,3442157.7,30265610.939999998,4043743.34,,,,,,,False,False,False
BREJINHO,PE,2024,PEQUENO PORTE,2811336.81,30180418.09,4150683.73,,,,,,,False,False,False
BREJO DA MADRE DE DEUS,PE,2019,MÉDIO PORTE,7176549.89,29868617.54,335152.65,,,,,,,False,False,False
BREJO DA MADRE DE DEUS,PE,2020,MÉDIO PORTE,6754491.14,29866830.25,204935.9,,,,,,,False,False,False
BREJO DA MADRE DE DEUS,PE,2021,MÉDIO PORTE,10915876.15,29868336.5,185760.3,,,,,,,False,False,False
BREJO DA MADRE DE DEUS,PE,2022,MÉDIO PORTE,13429463.08,29948574.119999997,521629.66,,,,,,,False,False,False
BREJO DA MADRE DE DEUS,PE,2023,MÉDIO PORTE,14174668.85,30457720.54,1688919.52,,,,,,,False,False,False
BREJO DA MADRE DE DEUS,PE,2024,MÉDIO PORTE,18274310.31,30008685.93,2237259.37,,,,,,,False,False,False
BREJO DO CRUZ,PB,2019,MÉDIO PORTE,3198726.28,30987607.46,8337195.15,,,,,,,False,False,False
BREJO DO CRUZ,PB,2020,PEQUENO PORTE,3710598.67,30813686.23,10443642.73,,,,,,,False,False,False
BREJO DO CRUZ,PB,2021,PEQUENO PORTE,4632747.71,30450971.49,11828622.7,,,,,,,False,False,False
BREJO DO CRUZ,PB,2022,PEQUENO PORTE,5686842.6,31251443.77,13144707.62,,,,,,,False,False,False
BREJO DO CRUZ,PB,2023,PEQUENO PORTE,6243280.37,31986845.509999998,14196466.78,,,,,,,False,False,False
BREJO DO CRUZ,PB,2024,PEQUENO PORTE,6989098.82,31412292.47,16132318.0,,,,,,,False,False,False
BREVES,PA,2019,MÉDIO PORTE,14842426.16,29865178.73,295945.05,,,,,,,False,False,False
BREVES,PA,2020,MÉDIO PORTE,17087296.07,29863826.25,67668.82,,,,,,,False,False,False
BREVES,PA,2021,MÉDIO PORTE,17649811.21,29989863.36,357528.03,,,,,,,False,False,False
BREVES,PA,2022,MÉDIO PORTE,40350692.24,31393099.849999998,4775659.77,,,,,,,False,False,False
BREVES,PA,2023,MÉDIO PORTE,25885525.34,34449930.99,27854212.61,,,,,,,False,False,False
BREVES,PA,2024,MÉDIO PORTE,13139093.99,33819164.72,46310966.04,,,,,,,False,False,False
BUENOS AIRES,PE,2019,PEQUENO PORTE,2467813.23,30684394.27,7414590.42,,,,,,,False,False,False
BUENOS AIRES,PE,2020,PEQUENO PORTE,2518837.29,30298708.91,10024038.84,,,,,,,False,False,False
BUENOS AIRES,PE,2021,PEQUENO PORTE,4168475.71,30441649.009999998,11943111.33,,,,,,,False,False,False
BUENOS AIRES,PE,2022,PEQUENO PORTE,5658103.88,31864550.58,13272748.2,,,,,,,False,False,False
BUENOS AIRES,PE,2023,PEQUENO PORTE,6680343.72,32499535.15,16496261.54,,,,,,,False,False,False
BUENOS AIRES,PE,2024,PEQUENO PORTE,5605128.56,31800114.0,21234955.72,2023-03-31 00:00:00,2023-03-31 00:00:00,,,,,False,False,False
BURI,SP,2019,MÉDIO PORTE,5206169.69,33241499.54,45465690.69,,,,,,,False,False,False
BURI,SP,2020,MÉDIO PORTE,5245447.48,32350332.369999997,51183990.77,,,,,,,False,False,False
BURI,SP,2021,MÉDIO PORTE,6870085.08,30376973.73,55864035.03,,,,,,,False,False,False
BURI,SP,2022,MÉDIO PORTE,9426786.66,48492974.17,63409839.99,,,,,,,False,False,False
BURI,SP,2023,MÉDIO PORTE,9362201.73,39316800.75,76817822.43,,,,,,,False,False,False
BURI,SP,2024,MÉDIO PORTE,12731129.38,38442263.17,91788150.68,,,,,,,False,False,False
BURITAMA,SP,2019,MÉDIO PORTE,6899246.82,36157883.73,45653099.81,,,,,,,False,False,False
BURITAMA,SP,2020,MÉDIO PORTE,6232226.16,33321210.49,53715640.12,,,,,,,False,False,False
BURITAMA,SP,2021,MÉDIO PORTE,7451850.63,31022909.869999997,59254045.28,,,,,,,False,False,False
BURITAMA,SP,2022,MÉDIO PORTE,8502652.11,36353676.33,62101278.49,,,,,,,False,False,False
BURITAMA,SP,2023,MÉDIO PORTE,9469684.96,38665493.7,70027969.93,,,,,,,False,False,False
BURITAMA,SP,2024,MÉDIO PORTE,7726529.94,37215663.589999996,79563536.05,2023-09-11 00:00:00,2023-09-01 00:00:00,,,,,False,False,False
BURITICUPU,MA,2019,MÉDIO PORTE,7879066.4,48284087.78,82977041.38000001,,,,,,,False,False,False
BURITICUPU,MA,2020,MÉDIO PORTE,11425479.1,34880895.75,101306423.92,,,,,,,False,False,False
BURITICUPU,MA,2021,MÉDIO PORTE,14525351.67,30800655.13,102489308.27,,,,,,,False,False,False
BURITICUPU,MA,2022,MÉDIO PORTE,17943484.97,37815518.12,119749501.58,,,,,,,False,False,False
BURITICUPU,MA,2023,MÉDIO PORTE,11679692.56,48201387.849999994,136631320.85,,,,,,,False,False,False
BURITICUPU,MA,2024,MÉDIO PORTE,11720989.94,43257539.07,152163716.67,2021-05-25 00:00:00,2021-05-24 00:00:00,,,,,False,False,False
BURITINOPOLIS,GO,2019,PEQUENO PORTE,496399.01,30662296.16,5734886.76,,,,,,,False,False,False
BURITINOPOLIS,GO,2020,PEQUENO PORTE,502745.72,30288941.72,6251000.21,,,,,,,False,False,False
BURITINOPOLIS,GO,2021,PEQUENO PORTE,1109269.06,29837633.83,6925262.7,,,,,,,False,False,False
BURITINOPOLIS,GO,2022,PEQUENO PORTE,1885774.99,30551810.439999998,7943143.02,,,,,,,False,False,False
BURITINOPOLIS,GO,2023,PEQUENO PORTE,2355799.34,31399848.91,10130429.47,,,,,,,False,False,False
BURITINOPOLIS,GO,2024,PEQUENO PORTE,2498925.49,30291683.689999998,13257947.47,,,,,,,False,False,False
BURITIS,MG,2019,MÉDIO PORTE,5234894.4,31436549.34,10340759.89,,,,,,,False,False,False
BURITIS,MG,2020,MÉDIO PORTE,5839277.18,31864806.509999998,12824660.29,,,,,,,False,False,False
BURITIS,MG,2021,MÉDIO PORTE,6208214.15,30112842.259999998,15550293.98,,,,,,,False,False,False
BURITIS,MG,2022,MÉDIO PORTE,7107129.55,31209386.14,17289685.29,,,,,,,False,False,False
BURITIS,MG,2023,MÉDIO PORTE,7742001.26,32753614.74,20280811.06,,,,,,,False,False,False
BURITIS,MG,2024,MÉDIO PORTE,8252375.18,31255008.74,22733021.5,,,,,,,False,False,False
BURITIS,RO,2019,MÉDIO PORTE,4939532.73,35969412.39,60458758.3,,,,,,,False,False,False
BURITIS,RO,2020,MÉDIO PORTE,5572221.54,34725009.589999996,68703800.04,,,,,,,False,False,False
BURITIS,RO,2021,MÉDIO PORTE,6018334.22,33958725.48,76260010.93,,,,,,,False,False,False
BURITIS,RO,2022,MÉDIO PORTE,7124855.32,38998040.53,80447671.87,,,,,,,False,False,False
BURITIS,RO,2023,MÉDIO PORTE,7341225.01,42022474.43,91135035.66,,,,,,,False,False,False
BURITIS,RO,2024,MÉDIO PORTE,7559382.45,36197422.62,107896613.24,2022-11-23 00:00:00,2022-11-22 00:00:00,,,,,False,False,False
CAAPORA,PB,2019,MÉDIO PORTE,6447011.05,29862660.099999998,17189.49,,,,,,,False,False,False
CAAPORA,PB,2020,MÉDIO PORTE,7158259.49,30005602.61,146201.69,,,,,,,False,False,False
CAAPORA,PB,2021,MÉDIO PORTE,7858277.37,29885746.43,60145.53,,,,,,,False,False,False
CAAPORA,PB,2022,MÉDIO PORTE,8821660.86,29869564.369999997,7061.12,,,,,,,False,False,False
CAAPORA,PB,2023,MÉDIO PORTE,7192988.24,29991294.08,59254.69,,,,,,,False,False,False
CAAPORA,PB,2024,MÉDIO PORTE,10000688.3,29907199.83,1160458.56,2024-09-11 00:00:00,2024-08-24 00:00:00,,,,,False,False,False
CAARAPO,MS,2019,MÉDIO PORTE,10627461.05,33159889.39,21867468.53,,,,,,,False,False,False
CAARAPO,MS,2020,MÉDIO PORTE,8987037.04,30911717.71,30638571.7,,,,,,,False,False,False
CAARAPO,MS,2021,MÉDIO PORTE,14624487.96,30139576.259999998,37797825.96,,,,,,,False,False,False
CAARAPO,MS,2022,MÉDIO PORTE,18257818.13,33667707.96,45594792.32,,,,,,,False,False,False
CAARAPO,MS,2023,MÉDIO PORTE,12746263.97,39556944.11,60712700.95,,,,,,,False,False,False
CAARAPO,MS,2024,MÉDIO PORTE,12385417.23,33352873.24,73241831.78,,,,,,,False,False,False
CABECEIRA GRANDE,MG,2019,PEQUENO PORTE,2182319.98,32124635.97,15387194.09,,,,,,,False,False,False
CABECEIRA GRANDE,MG,2020,PEQUENO PORTE,2469287.42,31875284.72,18441494.28,,,,,,,False,False,False
CABECEIRA GRANDE,MG,2021,PEQUENO PORTE,3370799.07,30062079.46,20720052.3,,,,,,,False,False,False
CABECEIRA GRANDE,MG,2022,PEQUENO PORTE,3750867.76,32130931.84,23329615.12,,,,,,,False,False,False
CABECEIRA GRANDE,MG,2023,PEQUENO PORTE,3997245.7,33781621.32,27148561.19,,,,,,,False,False,False
CABECEIRA GRANDE,MG,2024,PEQUENO PORTE,3270074.12,32346533.5,33259012.73,,,,,,,False,False,False
CABROBO,PE,2019,MÉDIO PORTE,9689998.17,29864628.61,26351.12,,,,,,,False,False,False
CABROBO,PE,2020,MÉDIO PORTE,10400998.7,29863560.58,148589.99,,,,,,,False,False,False
CABROBO,PE,2021,MÉDIO PORTE,12921875.37,29866599.099999998,510775.3,,,,,,,False,False,False
CABROBO,PE,2022,MÉDIO PORTE,11350024.1,29956893.74,2424878.92,,,,,,,False,False,False
CABROBO,PE,2023,MÉDIO PORTE,12605787.82,29908475.259999998,253371.93,,,,,,,False,False,False
CABROBO,PE,2024,MÉDIO PORTE,14459883.15,29895098.99,243600.3,,,,,,,False,False,False
CACADOR,SC,2019,MÉDIO PORTE,16020862.0,44495291.65,108644098.56,,,,,,,False,False,False
CACADOR,SC,2020,MÉDIO PORTE,20944446.57,36530536.72,122150061.57,,,,,,,False,False,False
CACADOR,SC,2021,MÉDIO PORTE,21850781.38,28475001.18,137866967.84,,,,,,,False,False,False
CACADOR,SC,2022,MÉDIO PORTE,25240177.46,31786044.34,146905661.78,,,,,,,False,False,False
CACADOR,SC,2023,MÉDIO PORTE,21449873.29,53077159.989999995,157646466.67,,,,,,,False,False,False
CACADOR,SC,2024,MÉDIO PORTE,26170250.11,48592288.84,181864876.6,2019-03-15 00:00:00,2019-03-11 00:00:00,2020-03-20 00:00:00,II,2023-03-23 00:00:00,II,False,False,False
CACAPAVA DO SUL,RS,2019,MÉDIO PORTE,14484078.51,34554562.379999995,35323271.68,,,,,,,False,False,False
CACAPAVA DO SUL,RS,2020,MÉDIO PORTE,12683410.96,31762345.2,36315367.63,,,,,,,False,False,False
CACAPAVA DO SUL,RS,2021,MÉDIO PORTE,31140534.27,30966068.169999998,33706821.85,,,,,,,False,False,False
CACAPAVA DO SUL,RS,2022,MÉDIO PORTE,38024791.57,33895490.56,41784864.86,,,,,,,False,False,False
CACAPAVA DO SUL,RS,2023,MÉDIO PORTE,25798432.15,36524267.19,51974675.02,,,,,,,False,False,False
CACAPAVA DO SUL,RS,2024,MÉDIO PORTE,21712811.12,34183141.18,54400753.11,,,,,,,False,False,False
CACAULANDIA,RO,2019,PEQUENO PORTE,1656170.67,32301477.009999998,16568386.57,,,,,,,False,False,False
CACAULANDIA,RO,2020,PEQUENO PORTE,1704018.28,31106901.14,20254164.05,,,,,,,False,False,False
CACAULANDIA,RO,2021,PEQUENO PORTE,1989185.64,30278255.86,23092345.92,,,,,,,False,False,False
CACAULANDIA,RO,2022,PEQUENO PORTE,2382657.89,31682140.8,25094463.75,,,,,,,False,False,False
CACAULANDIA,RO,2023,PEQUENO PORTE,2354236.78,34291015.6,28495532.36,,,,,,,False,False,False
CACAULANDIA,RO,2024,PEQUENO PORTE,2566111.06,32967375.68,34116628.22,2023-01-26 00:00:00,2023-01-26 00:00:00,,,,,False,False,False
CACHOEIRA DE GOIAS,GO,2019,PEQUENO PORTE,981549.16,30000162.89,2218523.76,,,,,,,False,False,False
CACHOEIRA DE GOIAS,GO,2020,PEQUENO PORTE,1231034.58,30036567.43,2554432.65,,,,,,,False,False,False
CACHOEIRA DE GOIAS,GO,2021,PEQUENO PORTE,1408303.44,29885102.83,3241998.92,,,,,,,False,False,False
CACHOEIRA DE GOIAS,GO,2022,PEQUENO PORTE,1815400.48,30247242.15,4475092.23,,,,,,,False,False,False
CACHOEIRA DE GOIAS,GO,2023,PEQUENO PORTE,1904698.2,30555975.669999998,4823108.96,,,,,,,False,False,False
CACHOEIRA DE GOIAS,GO,2024,PEQUENO PORTE,1819709.0,30346057.86,7225643.98,,,,,,,False,False,False
CACHOEIRA DOURADA,MG,2019,PEQUENO PORTE,2075858.17,32217421.48,21804871.35,,,,,,,False,False,False
CACHOEIRA DOURADA,MG,2020,PEQUENO PORTE,1921791.56,31892476.169999998,22432768.84,,,,,,,False,False,False
CACHOEIRA DOURADA,MG,2021,PEQUENO PORTE,2628574.12,31064456.55,21780447.53,,,,,,,False,False,False
CACHOEIRA DOURADA,MG,2022,PEQUENO PORTE,3205395.14,32332614.53,21728296.02,,,,,,,False,False,False
CACHOEIRA DOURADA,MG,2023,PEQUENO PORTE,2951270.34,32914938.9,23101013.06,,,,,,,False,False,False
CACHOEIRA DOURADA,MG,2024,PEQUENO PORTE,2795555.61,31839618.04,22555619.03,,,,,,,False,False,False
CACHOEIRINHA,PE,2019,MÉDIO PORTE,2383067.69,32261465.96,16571243.52,,,,,,,False,False,False
CACHOEIRINHA,PE,2020,PEQUENO PORTE,2721047.86,30997259.11,20354652.61,,,,,,,False,False,False
CACHOEIRINHA,PE,2021,PEQUENO PORTE,3055316.35,30088560.86,23033904.33,,,,,,,False,False,False
CACHOEIRINHA,PE,2022,PEQUENO PORTE,3383816.16,31811838.2,25250504.47,,,,,,,False,False,False
CACHOEIRINHA,PE,2023,PEQUENO PORTE,4506589.76,33727881.589999996,28450576.46,,,,,,,False,False,False
CACHOEIRINHA,PE,2024,PEQUENO PORTE,5396733.48,32439034.24,34563529.81,2022-02-07 00:00:00,2022-02-07 00:00:00,2024-05-17 00:00:00,I,,I,False,False,False
CACIMBAS,PB,2019,PEQUENO PORTE,2708016.01,31852371.919999998,15449096.14,,,,,,,False,False,False
CACIMBAS,PB,2020,PEQUENO PORTE,2621717.72,31488590.919999998,20108817.14,,,,,,,False,False,False
CACIMBAS,PB,2021,MÉDIO PORTE,3585373.92,30725533.13,23086525.53,,,,,,,False,False,False
CACIMBAS,PB,2022,PEQUENO PORTE,3754060.44,32460702.119999997,25710330.43,,,,,,,False,False,False
CACIMBAS,PB,2023,PEQUENO PORTE,3048486.12,33571717.28,30390161.97,,,,,,,False,False,False
CACIMBAS,PB,2024,PEQUENO PORTE,5260278.82,32850970.919999998,35004928.61,,,,,,,False,False,False
CACIQUE DOBLE,RS,2019,PEQUENO PORTE,2174353.71,31607561.29,15162378.62,,,,,,,False,False,False
CACIQUE DOBLE,RS,2020,PEQUENO PORTE,2306706.72,30780194.029999997,17349916.99,,,,,,,False,False,False
CACIQUE DOBLE,RS,2021,PEQUENO PORTE,2369164.29,30309853.54,18445176.21,,,,,,,False,False,False
CACIQUE DOBLE,RS,2022,PEQUENO PORTE,2567857.05,31637134.099999998,19113040.07,,,,,,,False,False,False
CACIQUE DOBLE,RS,2023,PEQUENO PORTE,2913509.37,32522293.13,20966185.74,,,,,,,False,False,False
CACIQUE DOBLE,RS,2024,PEQUENO PORTE,2998241.97,31389728.189999998,23333577.37,,,,,,,False,False,False
CACU,GO,2019,MÉDIO PORTE,5745253.53,30520486.52,7036552.959999999,,,,,,,False,False,False
CACU,GO,2020,MÉDIO PORTE,6597827.78,30141932.81,6369753.76,,,,,,,False,False,False
CACU,GO,2021,MÉDIO PORTE,7437150.57,30013810.029999997,5321904.62,,,,,,,False,False,False
CACU,GO,2022,MÉDIO PORTE,9331572.07,30074589.689999998,3431729.35,,,,,,,False,False,False
CACU,GO,2023,MÉDIO PORTE,12567439.54,29889698.32,1212088.89,,,,,,,False,False,False
CACU,GO,2024,MÉDIO PORTE,14400709.36,29958816.849999998,533316.81,,,,,,,False,False,False
CAETES,PE,2019,PEQUENO PORTE,3309942.4,29862452.79,1085430.74,,,,,,,False,False,False
CAETES,PE,2020,MÉDIO PORTE,3700634.2,29874769.33,1289578.86,,,,,,,False,False,False
CAETES,PE,2021,MÉDIO PORTE,4893870.89,29897593.96,1245119.45,,,,,,,False,False,False
CAETES,PE,2022,MÉDIO PORTE,6000448.59,30073776.779999997,2160930.05,,,,,,,False,False,False
CAETES,PE,2023,MÉDIO PORTE,6958038.5,30508791.27,3880619.95,,,,,,,False,False,False
CAETES,PE,2024,MÉDIO PORTE,7556356.75,30274552.619999997,5975509.1,,,,,,,False,False,False
CAFEARA,PR,2019,PEQUENO PORTE,1239512.68,30922207.869999997,10306266.33,,,,,,,False,False,False
CAFEARA,PR,2020,PEQUENO PORTE,1282936.81,30702339.99,11028661.76,,,,,,,False,False,False
CAFEARA,PR,2021,PEQUENO PORTE,1240706.97,30494122.41,11627998.96,,,,,,,False,False,False
CAFEARA,PR,2022,PEQUENO PORTE,1578846.6,31266881.21,12124588.35,,,,,,,False,False,False
CAFEARA,PR,2023,PEQUENO PORTE,1993588.4,31748484.65,13338356.65,,,,,,,False,False,False
CAFEARA,PR,2024,PEQUENO PORTE,2177956.99,31148653.0,15237037.64,,,,,,,False,False,False
CAFELANDIA,PR,2019,MÉDIO PORTE,4432948.41,36810941.4,61786952.08000001,,,,,,,False,False,False
CAFELANDIA,PR,2020,MÉDIO PORTE,5235477.61,32472138.5,69076255.77000001,,,,,,,False,False,False
CAFELANDIA,PR,2021,MÉDIO PORTE,6058762.86,29723420.23,74822615.76,,,,,,,False,False,False
CAFELANDIA,PR,2022,MÉDIO PORTE,8485717.66,35606659.81,76971821.32000001,,,,,,,False,False,False
CAFELANDIA,PR,2023,MÉDIO PORTE,12143132.79,39982226.14,84965000.44,,,,,,,False,False,False
CAFELANDIA,PR,2024,MÉDIO PORTE,10822617.96,34239555.4,95056085.27,,,,,,,False,False,False
CAIBATE,RS,2019,PEQUENO PORTE,3842007.66,30660500.11,9460169.19,,,,,,,False,False,False
CAIBATE,RS,2020,PEQUENO PORTE,4388934.6,30503215.4,10558702.7,,,,,,,False,False,False
CAIBATE,RS,2021,PEQUENO PORTE,4714387.09,30165175.72,11094498.73,,,,,,,False,False,False
CAIBATE,RS,2022,PEQUENO PORTE,3813686.56,31064195.439999998,12111105.06,,,,,,,False,False,False
CAIBATE,RS,2023,PEQUENO PORTE,4706918.04,31714699.38,13775389.77,,,,,,,False,False,False
CAIBATE,RS,2024,PEQUENO PORTE,4230341.34,31266249.66,15471923.49,,,,,,,False,False,False
CAIEIRAS,SP,2019,MÉDIO PORTE,21538413.95,43525793.68,95388536.01,,,,,,,False,False,False
CAIEIRAS,SP,2020,MÉDIO PORTE,15494719.37,31042096.9,120425702.39,,,,,,,False,False,False
CAIEIRAS,SP,2021,MÉDIO PORTE,21008646.25,31136644.54,125071036.22,,,,,,,False,False,False
CAIEIRAS,SP,2022,MÉDIO PORTE,23143026.25,36291793.78,141537455.26,,,,,,,False,False,False
CAIEIRAS,SP,2023,MÉDIO PORTE,27554311.27,50977338.65,155094245.35,,,,,,,False,False,False
CAIEIRAS,SP,2024,MÉDIO PORTE,32951477.65,45441487.39,186131834.59,,,,,,,False,False,False
CAIUA,SP,2019,PEQUENO PORTE,1348859.4,30719915.29,6281014.46,,,,,,,False,False,False
CAIUA,SP,2020,PEQUENO PORTE,1914753.31,31310178.75,6216368.46,,,,,,,False,False,False
CAIUA,SP,2021,PEQUENO PORTE,3597947.95,30405224.88,6412724.18,,,,,,,False,False,False
CAIUA,SP,2022,PEQUENO PORTE,3022060.16,30812718.119999997,6971617.68,,,,,,,False,False,False
CAIUA,SP,2023,PEQUENO PORTE,3294469.38,32020402.119999997,8838315.77,,,,,,,False,False,False
CAIUA,SP,2024,PEQUENO PORTE,2751664.15,30864952.74,11282660.19,,,,,,,False,False,False
CAJAZEIRAS DO PIAUI,PI,2019,PEQUENO PORTE,714692.74,30015919.599999998,1357018.03,,,,,,,False,False,False
CAJAZEIRAS DO PIAUI,PI,2020,PEQUENO PORTE,455277.84,29999243.619999997,1891517.0,,,,,,,False,False,False
CAJAZEIRAS DO PIAUI,PI,2021,PEQUENO PORTE,744077.22,29811409.61,2505395.76,,,,,,,False,False,False
CAJAZEIRAS DO PIAUI,PI,2022,PEQUENO PORTE,680536.63,30147157.11,2505395.76,,,,,,,False,False,False
CAJAZEIRAS DO PIAUI,PI,2023,PEQUENO PORTE,1093428.54,30181951.56,2770056.64,,,,,,,False,False,False
CAJAZEIRAS DO PIAUI,PI,2024,PEQUENO PORTE,1261459.08,30137337.81,3620329.02,,,,,,,False,False,False
CALCADO,PE,2019,PEQUENO PORTE,2616639.07,29862452.79,9440.31,,,,,,,False,False,False
CALCADO,PE,2020,PEQUENO PORTE,2854411.63,29863780.72,347337.02,,,,,,,False,False,False
CALCADO,PE,2021,PEQUENO PORTE,3747623.9,29862996.09,40933.53,,,,,,,False,False,False
CALCADO,PE,2022,PEQUENO PORTE,4322722.75,29862452.79,18311.67,,,,,,,False,False,False
CALCADO,PE,2023,PEQUENO PORTE,4440657.73,29869223.34,73723.02,,,,,,,False,False,False
CALCADO,PE,2024,PEQUENO PORTE,4792665.06,29874797.439999998,114142.16,,,,,,,False,False,False
CALDAS NOVAS,GO,2019,MÉDIO PORTE,15538285.56,34020221.47,36671214.84,,,,,,,False,False,False
CALDAS NOVAS,GO,2020,MÉDIO PORTE,18389234.21,34655607.37,46602557.2,,,,,,,False,False,False
CALDAS NOVAS,GO,2021,MÉDIO PORTE,28514869.29,34334912.16,60700250.34,,,,,,,False,False,False
CALDAS NOVAS,GO,2022,MÉDIO PORTE,42911524.84,38296925.08,87362569.51,,,,,,,False,False,False
CALDAS NOVAS,GO,2023,MÉDIO PORTE,133895.37,35911580.58,123672842.16,,,,,,,False,False,False
CALDAS NOVAS,GO,2024,MÉDIO PORTE,0.18,34537869.06,154869725.68,,,,,,,False,False,False
CALDEIRAO GRANDE,BA,2019,PEQUENO PORTE,654575.86,30130769.689999998,4862796.84,,,,,,,False,False,False
CALDEIRAO GRANDE,BA,2020,MÉDIO PORTE,865109.53,29964685.54,3404040.83,,,,,,,False,False,False
CALDEIRAO GRANDE,BA,2021,PEQUENO PORTE,2305043.72,29907718.47,2061442.36,,,,,,,False,False,False
CALDEIRAO GRANDE,BA,2022,PEQUENO PORTE,1721763.77,30069343.75,2203637.92,,,,,,,False,False,False
CALDEIRAO GRANDE,BA,2023,PEQUENO PORTE,2459742.03,30116741.619999997,1968405.13,,,,,,,False,False,False
CALDEIRAO GRANDE,BA,2024,MÉDIO PORTE,2780358.79,30039138.02,2229548.86,,,,,,,False,False,False
CALUMBI,PE,2019,PEQUENO PORTE,1827440.26,29863331.529999997,21515.55,,,,,,,False,False,False
CALUMBI,PE,2020,PEQUENO PORTE,1815051.59,29862909.18,13487.25,,,,,,,False,False,False
CALUMBI,PE,2021,PEQUENO PORTE,1801935.54,29862892.369999997,115147.72,,,,,,,False,False,False
CALUMBI,PE,2022,PEQUENO PORTE,3606826.74,29877824.099999998,140039.59,,,,,,,False,False,False
CALUMBI,PE,2023,PEQUENO PORTE,5332426.38,29953137.759999998,566605.95,,,,,,,False,False,False
CALUMBI,PE,2024,PEQUENO PORTE,5760163.65,29910636.119999997,1046174.06,,,,,,,False,False,False
CAMACARI,BA,2019,GRANDE PORTE,114002718.14,73767053.42,303383161.08,,,,,,,False,False,False
CAMACARI,BA,2020,GRANDE PORTE,56671926.67,43361921.09,366666150.72,,,,,,,False,False,False
CAMACARI,BA,2021,GRANDE PORTE,117677939.85,34424995.85,347792523.32,,,,,,,False,False,False
